PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
30897748,Effects of Drugs and Excipients on Hydration Status,"Puga AM, Lopez-Oliva S, Trives C, Partearroyo T, Varela-Moreiras G.",Nutrients. 2019 Mar 20,,,,,,,
34235734,Reflections on the aconitine poisoning,"Ya Y, Zhixiang Z, Chao L, Wei Z, Zhiyong W, Huafeng C, Shaohua Z, Hongfei X.",J Forensic Sci. 2021 Sep,,,,,,,
29421340,'VIOLET': a fluorescence-based simulation exercise for training healthcare workers in the use of personal protective equipment,"Poller B, Hall S, Bailey C, Gregory S, Clark R, Roberts P, Tunbridge A, Poran V, Crook B, Evans C.",J Hosp Infect. 2018 Jun,,,,,,,
25594591,Chemical sensor platform for non-invasive monitoring of activity and dehydration,"Solovei D, Žák J, Majzlíková P, Sedláček J, Hubálek J.",Sensors (Basel). 2015 Jan 14,,,,,,,
33469159,NCAA Division I American football players with sickle cell trait have altered hematological responses and hydration status,"Wang H, Martone M, Owens ME, Lemoine NP Jr, Marucci J, Calvert D, Mullenix S, Church TS, Rood J, Harrell B, Irving BA, Spielmann G, Johannsen NM.",Sci Rep. 2021 Jan 19,,,,,,,
35079866,Health management of patients with COVID-19: is there a room for hydrotherapeutic approaches?,"Bailly M, Evrard B, Coudeyre E, Rochette C, Meriade L, Blavignac C, Fournier AC, Bignon YJ, Dutheil F, Duclos M, Thivel D.",Int J Biometeorol. 2022 May,,,,,,,
26372109,Electromagnetic hypersensitivity--an increasing challenge to the medical profession,"Hedendahl L, Carlberg M, Hardell L.",Rev Environ Health. 2015,,,,,,,
32769931,Intestinal tuberculosis in a patient with end-stage renal disease on hemodialysis: A case report,"Lee IH, Kim SG, Kwon JG, Yang CS, Kang S, Kim MK, Ahn DJ.",Medicine (Baltimore). 2020 Aug 7,,,,,,,
25148034,Preference for women's body mass and waist-to-hip ratio in Tsimane' men of the Bolivian Amazon: biological and cultural determinants,"Sorokowski P, Kościński K, Sorokowska A, Huanca T.",PLoS One. 2014 Aug 22,,,,,,,
38307882,Demographic and clinical characteristics of patients with zinc deficiency: analysis of a nationwide Japanese medical claims database,"Yokokawa H, Morita Y, Hamada I, Ohta Y, Fukui N, Makino N, Ohata E, Naito T.",Sci Rep. 2024 Feb 2,,,,,,,
34085372,Comparison of novel aluminium lactate versus aluminium chloride-based antiperspirant in excessive axillary perspiration: First prospective cohort study,"Karsai S, Weiß C, Lütgerath C, Ott I, Faulhaber J.",Dermatol Ther. 2021 Jul,,,,,,,
26663706,Magnesium in cystic fibrosis--Systematic review of the literature,"Santi M, Milani GP, Simonetti GD, Fossali EF, Bianchetti MG, Lava SA.",Pediatr Pulmonol. 2016 Feb,,,,,,,
30975001,Rapid Weight Loss in Competitive Judo and Taekwondo Athletes: Attitudes and Practices of Coaches and Trainers,"Berkovich BE, Stark AH, Eliakim A, Nemet D, Sinai T.",Int J Sport Nutr Exerc Metab. 2019 Sep 1,,,,,,,
24500112,Effect of whey protein isolate on rehydration after exercise,"James LJ, Mattin L, Aldiss P, Adebishi R, Hobson RM.",Amino Acids. 2014 May,,,,,,,
30277431,Primary Interoceptive Cortex Activity during Simulated Experiences of the Body,"Wilson-Mendenhall CD, Henriques A, Barsalou LW, Barrett LF.",J Cogn Neurosci. 2019 Feb,,,,,,,
24339389,Interpretation of hair findings in children: about a case involving carbamazepine,Kintz P.,Drug Test Anal. 2014 Jun,,,,,,,
35274723,Management of Dermatologic Events Associated With the Nectin-4-directed Antibody-Drug Conjugate Enfortumab Vedotin,"Lacouture ME, Patel AB, Rosenberg JE, O'Donnell PH.",Oncologist. 2022 Mar 11,,,,,,,
34528132,Hypohydration produced by high-intensity intermittent running increases biomarkers of renal injury in males,"Juett LA, Midwood KL, Funnell MP, James LJ, Mears SA.",Eur J Appl Physiol. 2021 Dec,,,,,,,
27443613,Ebola Virus Shedding and Transmission: Review of Current Evidence,"Vetter P, Fischer WA 2nd, Schibler M, Jacobs M, Bausch DG, Kaiser L.",J Infect Dis. 2016 Oct 15,,,,,,,
38852240,Effectiveness of non-pharmacological interventions in reducing pain in preterm infants: A systematic review and network meta-analysis,"Lopes TCP, da Silva Vieira AG, Cordeiro SA, Miralha AL, de Oliveira Andrade E, de Lima RL, do Valle Filho MF, Boechat AL, Gonçalves RL.",Intensive Crit Care Nurs. 2024 Oct,,,,,,,
26096953,Fluid restriction during exercise in the heat reduces tolerance to progressive central hypovolaemia,"Schlader ZJ, Gagnon D, Rivas E, Convertino VA, Crandall CG.",Exp Physiol. 2015 Aug,,,,,,,
30387932,Quality of life of children and adolescents with congenital anorectal malformations,"Leitner J, Kirchler E, Mantovan F.",Kinderkrankenschwester. 2017 Mar,,,,,,,
27140670,Cystic fibrosis,Elborn JS.,Lancet. 2016 Nov 19,,,,,,,
26249666,"Remarkable repellency of Ligusticum sinense (Umbelliferae), a herbal alternative against laboratory populations of Anopheles minimus and Aedes aegypti (Diptera: Culicidae)","Sanghong R, Junkum A, Chaithong U, Jitpakdi A, Riyong D, Tuetun B, Champakaew D, Intirach J, Muangmoon R, Chansang A, Pitasawat B.",Malar J. 2015 Aug 7,,,,,,,
35092946,Thermal dysregulation in patients with multiple sclerosis during SARS-CoV-2 infection. The potential therapeutic role of exercise,"Razi O, Tartibian B, Teixeira AM, Zamani N, Govindasamy K, Suzuki K, Laher I, Zouhal H.",Mult Scler Relat Disord. 2022 Mar,,,,,,,
34355455,Hippocampal volume is related to olfactory impairment in Parkinson's disease,"Roh H, Kang J, Koh SB, Kim JH.",J Neuroimaging. 2021 Nov,,,,,,,
32924523,Factor structure and age invariance of the Cardiff Anomalous Perceptions Scale (CAPS) in healthy older and younger adults,"Kelsall-Foreman I, Gavett BE, Bucks RS, Weinborn M, Badcock JC.",Psychol Assess. 2020 Dec,,,,,,,
28229538,Biological control of appetite: A daunting complexity,"MacLean PS, Blundell JE, Mennella JA, Batterham RL.",Obesity (Silver Spring). 2017 Mar,,,,,,,
24026521,Safety evaluation of nasopharyngeal cooling (RhinoChill®) in stroke patients: an observational study,"Poli S, Purrucker J, Priglinger M, Sykora M, Diedler J, Rupp A, Bulut C, Hacke W, Hametner C.",Neurocrit Care. 2014 Feb,,,,,,,
33260408,Association between Body Mass Index and Sensory Processing in Childhood: InProS Study,"Navarrete-Muñoz EM, Fernández-Pires P, Mubarak-García C, Espinosa-Sempere C, Peral-Gómez P, Juárez-Leal I, Sánchez-Pérez A, Pérez-Vázquez MT, Hurtado-Pomares M, Valera-Gran D.",Nutrients. 2020 Nov 29,,,,,,,
37010833,Self-reported effects of warm seasonal temperatures in persons with spinal cord injury,"Vasquez LO, Lee I, Bart J, Barton CR, Chui J, Tascione O, Kumar NS, Cirnigliaro CM, Lombard AT, Kirshblum SC, Bauman WA, Handrakis JP.",J Spinal Cord Med. 2024 May,,,,,,,
35306761,"Soft Wireless Bioelectronics Designed for Real-Time, Continuous Health Monitoring of Farmworkers","Kim YS, Kim J, Chicas R, Xiuhtecutli N, Matthews J, Zavanelli N, Kwon S, Lee SH, Hertzberg VS, Yeo WH.",Adv Healthc Mater. 2022 Jul,,,,,,,
33165155,Safety Considerations for the Use of Transcranial Magnetic Stimulation as Treatment for Coma Recovery in People With Severe Traumatic Brain Injury,"Kletzel SL, Aaronson AL, Guernon A, Carbone C, Chaudhry N, Walsh E, Conneely M, Patil V, Roth E, Steiner M, Pacheco M, Rosenow J, Bender Pape TL.",J Head Trauma Rehabil. 2020 Nov-Dec,,,,,,,
28272337,Impact of Isotonic Beverage on the Hydration Status of Healthy Chinese Adults in Air-Conditioned Environment,"Siow PC, Tan WS, Henry CJ.",Nutrients. 2017 Mar 7,,,,,,,
30845903,Detecting Non-cognitive Features of Prodromal Neurodegenerative Diseases,"Seifan A, Ganzer CA, Ryon K, Lin M, Mahmudur R, Adolfo H, Shih C, Jacobs AR, Greenwald M, Isaacson RS.",Curr Aging Sci. 2019,,,,,,,
37464059,Cognitive effects of Lewy body pathology in clinically unimpaired individuals,"Palmqvist S, Rossi M, Hall S, Quadalti C, Mattsson-Carlgren N, Dellavalle S, Tideman P, Pereira JB, Nilsson MH, Mammana A, Janelidze S, Baiardi S, Stomrud E, Parchi P, Hansson O.",Nat Med. 2023 Aug,,,,,,,
38419563,Enhancing precision in lung tumor ablation through innovations in CT-guided technique and angle control,"Hung WT, Tsai SC, Wu TC, Tu HT, Lin HC, Su CL, Wu YC, Lin LC, Lin FC.",Thorac Cancer. 2024 Apr,,,,,,,
35179833,"Knowledge, attitude and practice among dental practitioners with regard to overcoming the barriers created by personal protective equipment in the COVID-19 era and delivering effective dental treatment: A questionnaire-based cross-sectional study","Malandkar V, Choudhari S, Kalra D, Banga P.",Dent Med Probl. 2022 Jan-Mar,,,,,,,
29461870,"Randomized, double-blind, crossover study of the adhesiveness of two formulations of rotigotine transdermal patch in patients with Parkinson's disease","Elshoff JP, Bauer L, Goldammer N, Oortgiesen M, Pesch H, Timmermann L.",Curr Med Res Opin. 2018 Jul,,,,,,,
32214084,"Tuberculosis Preventive Treatment Scale-Up Among Antiretroviral Therapy Patients - 16 Countries Supported by the U.S. President's Emergency Plan for AIDS Relief, 2017-2019","Melgar M, Nichols C, Cavanaugh JS, Kirking HL, Surie D, Date A, Ahmedov S, Maloney S, Fukunaga R",,,,,,,,
32615743,"Surveillance of Chigger Mite Vectors for Tsutsugamushi Disease in the Hwaseong Area, Gyeonggi-do, Republic of Korea, 2015","Bahk YY, Jun H, Park SH, Jung H, Jegal S, Kim-Jeon MD, Roh JY, Lee WG, Ahn SK, Lee J, Joo K, Gong YW, Kwon MJ, Kim TS.",Korean J Parasitol. 2020 Jun,,,,,,,
37013848,Identification of protein kinase A signalling molecules in renal collecting ducts,"Ando F, Hara Y, Uchida S.",J Physiol. 2024 Jul,,,,,,,
29923900,Evaluating a Surfactant-Containing Polymeric Membrane Foam Wound Dressing with Glycerin in Patients with Chronic Pilonidal Sinus Disease,"Sibbald RG, Persaud Jaimangal R, Coutts PM, Elliott JA.",Adv Skin Wound Care. 2018 Jul,,,,,,,
34441007,Effects of Sex and Seasonal Climatic Changes on the Risk of Incidence of Anti-EGFR Therapy-Induced Rash in Cancer Patients: A Retrospective Study,"Arai T, Fujita Y, Imai H, Matsumoto H, Yamazaki M, Hiruta E, Suzuki Y, Ojima H, Hosaka H, Minato K, Saito T.",Medicina (Kaunas). 2021 Aug 4,,,,,,,
27473128,The second report of a new hypomyelinating disease due to a defect in the VPS11 gene discloses a massive lysosomal involvement,"Hörtnagel K, Krägeloh-Mann I, Bornemann A, Döcker M, Biskup S, Mayrhofer H, Battke F, du Bois G, Harzer K.",J Inherit Metab Dis. 2016 Nov,,,,,,,
24823814,Vitamin A supplementation for cystic fibrosis,"Bonifant CM, Shevill E, Chang AB.",Cochrane Database Syst Rev. 2014 May 14,,,,,,,
33675844,A novel claudin-10 mutation with a unique mechanism in two unrelated families with HELIX syndrome,"Alzahrani AS, Hussein M, Alswailem M, Mouna A, Albalawi L, Moria Y, Jabbar MA, Shi Y, Günzel D, Dasouki M.",Kidney Int. 2021 Aug,,,,,,,
27503343,Predictors of autonomic neuropathy in rheumatoid arthritis,"Syngle V, Syngle A, Garg N, Krishan P, Verma I.",Auton Neurosci. 2016 Dec,,,,,,,
37267751,"Potential applications of Fe(3+)-activated Sr(9)Al(6)O(18) nanophosphors for fingerprint detection, oxidative stress, and thrombosis treatment","Swathi BN, Krushna BRR, Manjula MV, Manjunatha K, Devaraja S, Ho MK, Chiu HH, Wu SY, Subramanian B, Nagabhushana H.",Biomater Adv. 2023 Aug,,,,,,,
36862716,Short-term heat acclimation protocols for an aging population: Systematic review,"Cole E, Donnan KJ, Simpson AJ, Garrett AT.",PLoS One. 2023 Mar 2,,,,,,,
36236669,"SUDOSCAN, an Innovative, Simple and Non-Invasive Medical Device for Assessing Sudomotor Function","Gavan DE, Gavan A, Bondor CI, Florea B, Bowling FL, Inceu GV, Colobatiu L.",Sensors (Basel). 2022 Oct 6,,,,,,,
33792960,TS-HDS and FGFR3 antibodies in small fiber neuropathy and Dysautonomia,"Trevino JA, Novak P.",Muscle Nerve. 2021 Jul,,,,,,,
38220282,Wearable electrochemical glucose sensor of high flexibility and sensitivity using novel mushroom-like gold nanowires decorated bendable stainless steel wire sieve,"Zhou F, Liu S, Tang Y, Li W, Hai L, Zhang X, Li Y, Gao F.",Anal Chim Acta. 2024 Feb 1,,,,,,,
36134771,Nutritional profile and outcomes of noncritical hospitalized patients with COVID-19 in a large tertiary hospital in southern Brazil,"Nunes EC, Marcon S, Oliveira PE, Loss SH.",Rev Assoc Med Bras (1992). 2022 Sep,,,,,,,
26690634,Alcohol's acute effect on food intake is mediated by inhibitory control impairments,"Christiansen P, Rose A, Randall-Smith L, Hardman CA.",Health Psychol. 2016 May,,,,,,,
37960574,"Stress Monitoring Using Machine Learning, IoT and Wearable Sensors","Al-Atawi AA, Alyahyan S, Alatawi MN, Sadad T, Manzoor T, Farooq-I-Azam M, Khan ZH.",Sensors (Basel). 2023 Oct 31,,,,,,,
36651040,COVID-19 infection- and vaccination-related exacerbation of Darier's disease in a single patient,"Fukaura R, Takeichi T, Ebata A, Muro Y, Akiyama M.",J Dermatol. 2023 Jun,,,,,,,
33085121,"Clinical, trichoscopy, and light microscopic findings in hypohidrotic ectodermal dysplasia: Report of 21 patients and a review of the literature","Peña-Romero AG, Sáez-de-Ocariz M, Toussaint-Caire S, Morán-Villaseñor E, Orozco-Covarrubias L, Durán-McKinster C.",Pediatr Dermatol. 2021 Mar,,,,,,,
25197370,Clinicopathological characteristics of four cases of EBV positive T-cell lymphoproliferative disorders of childhood in China,"Huang W, Lv N, Ying J, Qiu T, Feng X.",Int J Clin Exp Pathol. 2014 Jul 15,,,,,,,
34660518,"Prevalence of Covid-19 Associated Symptoms, Their Onset and Duration, and Variations Among Different Groups of Patients in Bangladesh","Amin MT, Hasan M, Bhuiya NMMA.",Front Public Health. 2021 Sep 29,,,,,,,
29104106,The effect of mindful eating on subsequent intake of a high calorie snack,"Seguias L, Tapper K.",Appetite. 2018 Feb 1,,,,,,,
25708174,Neural correlates of taste perception in congenital blindness,"Gagnon L, Kupers R, Ptito M.",Neuropsychologia. 2015 Apr,,,,,,,
39120295,Alpha Synuclein Toxicity and Non-Motor Parkinson's,"Mazzotta GM, Conte C.",Cells. 2024 Jul 27,,,,,,,
37596583,"Self-reported symptoms in Swedish hairdressers and association with exposure to volatile organic compounds (VOCs), including aldehydes","Ricklund N, Bryngelsson IL, Hagberg J.",BMC Public Health. 2023 Aug 18,,,,,,,
39072863,Helicobacter pylori-Associated Extranodal Marginal Zone Lymphoma of Mucosa-Associated Tissue in Children: A Multicenter Case Series,"Melnik P, Weintraub I, Shamaly H, Cohen S, Greenberg-Kushnir N, Schiby G, Weiss B.",Helicobacter. 2024 Jul-Aug,,,,,,,
37643989,Breastfeeding or breast milk for procedural pain in neonates,"Shah PS, Torgalkar R, Shah VS.",Cochrane Database Syst Rev. 2023 Aug 29,,,,,,,
36656385,Prevalence of adverse events varies with the different oral isotretinoin brands in acne treatment: a retrospective observational study,"Soutou B, Sleiman J, Tomb R, Kechichian E, Helou J.",Arch Dermatol Res. 2023 Aug,,,,,,,
37175718,Evaluation of Autonomic Nervous System Dysfunction in Childhood Obesity and Prader-Willi Syndrome,"Richer LP, Tan Q, Butler MG, Avedzi HM, DeLorey DS, Peng Y, Tun HM, Sharma AM, Ainsley S, Orsso CE, Triador L, Freemark M, Haqq AM.",Int J Mol Sci. 2023 Apr 28,,,,,,,
37171301,Typical clinical presentation of acute myocardial infarction and confusing coronary angiography: A case report and literature review of coronary embolism,"Yin MQ, Fan LH, Chen YH.",Medicine (Baltimore). 2023 May 12,,,,,,,
34863204,"Edema-like symptoms are common in ultra-distance cyclists and driven by overdrinking, use of analgesics and female sex - a study of 919 athletes","Gauckler P, Kesenheimer JS, Kronbichler A, Kolbinger FR.",J Int Soc Sports Nutr. 2021 Dec 4,,,,,,,
34275761,Defining clinically important hypoglycemia in patients with postbariatric hypoglycemia,"Craig CM, McLaughlin TL.",Surg Obes Relat Dis. 2021 Nov,,,,,,,
33241974,The effect of medium-term heat acclimation on endurance performance in a temperate environment,"Corbett J, Massey HC, Costello JT, Tipton MJ, Neal RA.",Eur J Sport Sci. 2022 Feb,,,,,,,
36921081,Phase 3 Open-Label Clinical Trial of Elexacaftor/Tezacaftor/Ivacaftor in Children Aged 2-5 Years with Cystic Fibrosis and at Least One F508del Allele,"Goralski JL, Hoppe JE, Mall MA, McColley SA, McKone E, Ramsey B, Rayment JH, Robinson P, Stehling F, Taylor-Cousar JL, Tullis E, Ahluwalia N, Chin A, Chu C, Lu M, Niu T, Weinstock T, Ratjen F, Rosenfeld M.",Am J Respir Crit Care Med. 2023 Jul 1,,,,,,,
37002829,Epidemiology of porocarcinoma in England 2013-2018: a population-based registry study,"Joshy J, van Bodegraven B, Mistry K, Craig P, Rajan N, Vernon S, Levell NJ, Venables ZC.",Clin Exp Dermatol. 2023 Jul 7,,,,,,,
39083798,Use of Transdermal Alcohol Sensors in Conjunction With Contingency Management to Reduce Alcohol Consumption in People With Alcohol Dependence Attending Alcohol Treatment Services: Protocol for a Pilot Feasibility Randomized Controlled Trial,"Brobbin E, Deluca P, Parkin S, Drummond C.",JMIR Res Protoc. 2024 Jul 31,,,,,,,
33320745,Therapeutic index for local infections score (TILI): a new diagnostic tool,"Dissemond J, Gerber V, Lobmann R, Kramer A, Mastronicola D, Senneville E, Moisan C, Edwards-Jones V, Mahoney K, Junka A, Bartoszewicz M, Verdú-Soriano J, Strohal R.",J Wound Care. 2020 Dec 2,,,,,,,
29534737,Variables influencing wearable sensor outcome estimates in individuals with stroke and incomplete spinal cord injury: a pilot investigation validating two research grade sensors,"Jayaraman C, Mummidisetty CK, Mannix-Slobig A, McGee Koch L, Jayaraman A.",J Neuroeng Rehabil. 2018 Mar 13,,,,,,,
39056627,An Efficient Bio-Receptor Layer Combined with a Plasmonic Plastic Optical Fiber Probe for Cortisol Detection in Saliva,"Arcadio F, Seggio M, Pitruzzella R, Zeni L, Bossi AM, Cennamo N.",Biosensors (Basel). 2024 Jul 19,,,,,,,
24717792,Effect of aspirin desensitization on T-cell cytokines and plasma lipoxins in aspirin-exacerbated respiratory disease,"Aksu K, Kurt E, Alatas Ö, Gülbas Z.",Allergy Asthma Proc. 2014 Mar-Apr,,,,,,,
25486904,Thoracolumbar Arachnoid Cyst with Horner Syndrome: A Case Report and Review of the Literature,"Gao Y, Zhang H, Yang J, Fu Q, Zheng J, Shuai M, Hu Z, Tan W, Cao W, Yang X, Jin A, Zhou R, Lu H.",Cell Biochem Biophys. 2015 Apr,,,,,,,
38378094,Association Between Early Patient Characteristics and IgE-Mediated Allergy in the Perioperative Setting,"Dewachter P, Mouton-Faivre C, Dimby SF, Vicaut E, Beloucif S.",J Allergy Clin Immunol Pract. 2024 May,,,,,,,
39338769,Bioelectrical Impedance Vector Analysis (BIVA) for Assessment of Hydration Status: A Comparison between Endurance and Strength University Athletes,"Abdelnour M, Berkachy R, Nasreddine L, Fares EJ.",Sensors (Basel). 2024 Sep 18,,,,,,,
35332675,Novel RETREG1 (FAM134B) founder allele is linked to HSAN2B and renal disease in a Turkish family,"Taşdelen E, Calame DG, Akay G, Mitani T, Fatih JM, Herman I, Du H, Coban-Akdemir Z, Marafi D, Jhangiani SN, Posey JE, Gibbs RA, Altıparmak T, Kutlay NY, Lupski JR, Pehlivan D.",Am J Med Genet A. 2022 Jul,,,,,,,
26076880,Olfactory function and neuropsychological profile to differentiate dementia with Lewy bodies from Alzheimer's disease in patients with mild cognitive impairment: A 5-year follow-up study,"Yoon JH, Kim M, Moon SY, Yong SW, Hong JM.",J Neurol Sci. 2015 Aug 15,,,,,,,
34406569,Long-term clinical observation of patients with acute and chronic complete spinal cord injury after transplantation of NeuroRegen scaffold,"Tang F, Tang J, Zhao Y, Zhang J, Xiao Z, Chen B, Han G, Yin N, Jiang X, Zhao C, Cheng S, Wang Z, Chen Y, Chen Q, Song K, Zhang Z, Niu J, Wang L, Shi Q, Chen L, Yang H, Hou S, Zhang S, Dai J.",Sci China Life Sci. 2022 May,,,,,,,
36011919,Adolescents with Atopic Dermatitis Have Lower Peak Exercise Load Capacity and Exercise Volume Compared with Unaffected Peers,"Yang TH, Chen PC, Lin YC, Lee YY, Tseng YH, Chang WH, Chang LS, Lin CH, Kuo HC.",Int J Environ Res Public Health. 2022 Aug 18,,,,,,,
25634195,"3-L split-dose is superior to 2-L polyethylene glycol in bowel cleansing in Chinese population: a multicenter randomized, controlled trial","Zhang S, Li M, Zhao Y, Lv T, Shu Q, Zhi F, Cui Y, Chen M.",Medicine (Baltimore). 2015 Jan,,,,,,,
29788193,Ocular toxoplasmosis: adverse reactions to treatment in a Brazilian cohort,"Guaraldo L, Villar BBF, Durão NMG, Louro VC, Quintana MSB, Curi ALL, Neves ES.",Trans R Soc Trop Med Hyg. 2018 Apr 1,,,,,,,
28747468,Sympathetic neural and hemodynamic responses to head-up tilt during isoosmotic and hyperosmotic hypovolemia,"Posch AM, Luippold AJ, Mitchell KM, Bradbury KE, Kenefick RW, Cheuvront SN, Charkoudian N.",J Neurophysiol. 2017 Oct 1,,,,,,,
35012387,Physiological predictors of cardiorespiratory fitness in children and adolescents with cystic fibrosis without ventilatory limitation,"Burghard M, Takken T, Nap-van der Vlist MM, Nijhof SL, van der Ent CK, Heijerman HGM, Hulzebos HJE.",Ther Adv Respir Dis. 2022 Jan-Dec,,,,,,,
30244736,"Prevalent fecal contamination in drinking water resources and potential health risks in Swat, Pakistan","Khan K, Lu Y, Saeed MA, Bilal H, Sher H, Khan H, Ali J, Wang P, Uwizeyimana H, Baninla Y, Li Q, Liu Z, Nawab J, Zhou Y, Su C, Liang R.",J Environ Sci (China). 2018 Oct,,,,,,,
37471449,Jet Lavage Irrigation Resolves Stage 4 Pelvic Pressure Injury Undermining,Stiehl JB.,Adv Skin Wound Care. 2023 Aug 1,,,,,,,
30281074,"Locking Hemodialysis Catheters With Trimethoprim-Ethanol-Ca-EDTA to Prevent Bloodstream Infections: A Randomized, Evaluator-blinded Clinical Trial","Rijnders B, DiSciullo GJ, Csiky B, Rutkowski B, Appelt K, Cheronis J, Aitchison R, Gordon G, Jadoul M, Fluck R.",Clin Infect Dis. 2019 Jun 18,,,,,,,
27026035,Autonomic Testing in Women with Chronic Pelvic Pain,"Chelimsky G, Simpson P, McCabe N, Zhang L, Chelimsky T",,,,,,,,
25159892,Cognitive profile of school-age children and teenagers with hypohidrotic ectodermal dysplasia (HED),"Hadj-Rabia S, Jacob S, Dufresne H, Mashiah J, Vaivre-Douret L, Bodemer C.",Am J Med Genet A. 2014 Oct,,,,,,,
38038166,Clinical and genetic risk factors for cystic fibrosis-related liver disease in Egyptian CF children: A single-center experience,"El-Faramawy A, Nasr SZ, Emam MMSA, Fahmy HMH.",Pediatr Pulmonol. 2024 Feb,,,,,,,
28754083,"Associations between ectodermal dysplasia, psychological distress and quality of life in a group of adults with oligodontia","Saltnes SS, Jensen JL, Sæves R, Nordgarden H, Geirdal AØ.",Acta Odontol Scand. 2017 Nov,,,,,,,
34608695,"Cytomorphological features of extramammary Paget's disease of the vulva in a patient with diagnoses of squamous cell carcinoma of the cervix status post-chemoradiation, and high-grade vulvar intraepithelial neoplasia: The importance of basic principles","Gonzalez MF, Duhoki DM.",Cytopathology. 2022 May,,,,,,,
32034016,"Neurokinin-1 antagonist orvepitant for EGFRI-induced pruritus in patients with cancer: a randomised, placebo-controlled phase II trial","Vincenzi B, Trower M, Duggal A, Guglielmini P, Harris P, Jackson D, Lacouture ME, Ratti E, Tonini G, Wood A, Ständer S.",BMJ Open. 2020 Feb 6,,,,,,,
31254654,Intra-peritoneal abscess after an abdominal hysterectomy involving Cutibacterium avidum (former Propionibacterium avidum) highly resistant to clindamycin,"Legaria MC, Barberis C, Camporro J, Traglia GM, Famiglietti A, Stecher D, Vay CA.",Anaerobe. 2019 Oct,,,,,,,
37715721,SARS-CoV-2 infection and long COVID among California farmworkers,"Mora AM, Kogut K, Sandhu NK, Ridgway D, Patty CM, Renteria M, Morga N, Rodriguez MT, Romero M, Valdovinos JM, Torres-Nguyen A, Guzman O, Martinez M, Doty RL, Padilla A, Flores E, Brown PM, Eskenazi B",,,,,,,,
33205749,"Clinical Outcomes among Asymptomatic or Mildly Symptomatic COVID-19 Patients in an Isolation Facility in Chennai, India","Krishnasamy N, Natarajan M, Ramachandran A, Vivian Thangaraj JW, Etherajan T, Rengarajan J, Shanmugasundaram M, Kandasamy A, Ramamoorthy R, Velusamy A, Obla Lakshmanamoorthy NB, Kanagaraman P, Rahamathula MI, Devadas G, Sathyanathan BP, Rajaji P, Rajendran K, Panneerselvam P, Rajaram M, Panjacharam M.",Am J Trop Med Hyg. 2021 Jan,,,,,,,
26045359,"Patient-Reported Symptoms Over 48 Weeks in a Randomized, Open-Label, Phase IIIb Non-Inferiority Trial of Adults with HIV Switching to Co-Formulated Elvitegravir, Cobicistat, Emtricitabine, and Tenofovir DF versus Continuation of Non-Nucleoside Reverse Transcriptase Inhibitor with Emtricitabine and Tenofovir DF","Mills A, Garner W, Pozniak A, Berenguer J, Speck RM, Bender R, Nguyen T.",Patient. 2015 Aug,,,,,,,
37650700,Three Cases of Reported Improvement in Microsmia and Anosmia Following Naturalistic Use of Psilocybin and LSD,"Kovacevich A, Weleff J, Claytor B, Barnett BS.",J Psychoactive Drugs. 2023 Nov-Dec,,,,,,,
34704695,Understanding COVID-19 in the light of epidemic disease described in Unani medicine,"Alam MA, Quamri MA, Sofi G, Ayman U, Ansari S, Ahad M.",Drug Metab Pers Ther. 2020 Sep 24,,,,,,,
32657033,Incident dementia and faster rates of cognitive decline are associated with worse multisensory function summary scores,"Brenowitz WD, Kaup AR, Yaffe K.",Alzheimers Dement. 2020 Oct,,,,,,,
39331104,Approaches to Early Parkinson's Disease Subtyping,"Hu M, Skjærbæk C, Borghammer P.",J Parkinsons Dis. 2024,,,,,,,
36360860,Patients' Health Experiences of Post COVID-19 Condition-A Qualitative Study,"Almgren J, Löfström E, Malmborg JS, Nygren J, Undén J, Larsson I.",Int J Environ Res Public Health. 2022 Oct 27,,,,,,,
30386933,Association of olfaction dysfunction with brain microstructure in prodromal Parkinson disease,"Sanjari Moghaddam H, Dolatshahi M, Salardini E, Aarabi MH.",Neurol Sci. 2019 Feb,,,,,,,
28468842,Novel mutations in dystonin provide clues to the pathomechanisms of HSAN-VI,"Manganelli F, Parisi S, Nolano M, Tao F, Paladino S, Pisciotta C, Tozza S, Nesti C, Rebelo AP, Provitera V, Santorelli FM, Shy ME, Russo T, Zuchner S, Santoro L.",Neurology. 2017 May 30,,,,,,,
28871192,Voice cues are used in a similar way by blind and sighted adults when assessing women's body size,"Pisanski K, Feinberg D, Oleszkiewicz A, Sorokowska A.",Sci Rep. 2017 Sep 4,,,,,,,
36896697,Darier Disease Presenting with Recurrent Kaposi Varicelliform Eruption in a 10-year-old Boy with Seborrheic Dermatitis,"Navratil M, Ožanić Bulić S, Pustišek N, Ulamec M, Kralj R.",Acta Dermatovenerol Croat. 2021 Nov,,,,,,,
24656636,Prevention of palmar-plantar erythrodysesthesia with an antiperspirant in breast cancer patients treated with pegylated liposomal doxorubicin (SAKK 92/08),"Templeton AJ, Ribi K, Surber C, Sun H, Hsu Schmitz SF, Beyeler M, Dietrich D, Borner M, Winkler A, Müller A, von Rohr L, Winterhalder RC, Rochlitz C, von Moos R, Zaman K, Thürlimann BJ, Ruhstaller T",,,,,,,,
